"Registration.date","Total.usage.time","Pets","Carpet.score","Sent.for.repair","Failure.date","Battery.status","Impact.status","IR.status","Possession.time"
2017-02-06,765,1,3,0,2019-12-31,0,0,0,25392
2019-12-15,29,1,4,0,2019-12-31,0,0,0,384
2015-06-07,771,0,5,0,2019-12-31,0,0,0,40032
2017-09-29,1155,0,2,0,2019-12-31,0,0,0,19752
2016-11-22,1697,0,2,0,2019-12-31,0,0,0,27216
2016-12-08,1593,0,3,0,2019-12-31,0,0,0,26832
2016-08-17,1829,1,3,1,2018-05-21,1,0,0,15408
2019-12-25,6,0,4,0,2019-12-31,0,0,0,144
2018-09-24,333,0,3,0,2019-12-31,0,0,0,11112
2018-11-24,648,1,4,0,2019-12-31,0,0,0,9648
2019-07-10,128,0,4,0,2019-12-31,0,0,0,4176
2018-05-02,1078,1,3,0,2019-12-31,0,0,0,14592
2018-06-17,404,0,6,0,2019-12-31,0,0,0,13488
2019-09-24,153,0,3,0,2019-12-31,0,0,0,2352
2015-08-25,867,0,2,1,2017-02-25,0,0,1,13200
2019-10-02,140,1,5,0,2019-12-31,0,0,0,2160
2019-10-06,91,0,5,0,2019-12-31,0,0,0,2064
2015-06-10,1548,0,4,0,2019-12-31,0,0,0,39960
2019-03-21,326,1,4,0,2019-12-31,0,0,0,6840
2018-10-14,314,0,5,0,2019-12-31,0,0,0,10632
2017-12-10,678,0,4,0,2019-12-31,0,0,0,18024
2016-07-10,1085,0,3,1,2019-05-05,1,0,0,24696
2015-01-25,1977,1,1,1,2019-12-28,0,0,0,43152
2016-08-13,1280,1,4,0,2019-12-31,0,0,0,29640
2015-11-07,1917,1,2,0,2019-12-31,0,0,0,36360
2016-02-04,2723,1,4,1,2019-06-30,1,0,0,29808
2017-05-13,355,0,2,1,2019-01-24,0,0,1,14904
2015-01-15,1546,0,2,1,2019-01-28,0,0,0,35376
2018-11-19,520,0,3,0,2019-12-31,0,0,0,9768
2018-12-16,203,0,3,0,2019-12-31,0,0,0,9120
2015-08-06,1149,0,5,0,2019-12-31,0,0,0,38592
2015-12-20,1838,1,7,1,2017-10-29,1,0,0,16296
2019-12-30,2,0,2,0,2019-12-31,0,0,0,24
2019-07-08,188,0,3,0,2019-12-31,0,0,0,4224
2015-01-10,2699,1,2,1,2017-09-17,1,0,0,23544
2018-08-14,294,0,3,1,2019-06-17,0,0,1,7368
2017-01-12,2268,1,2,1,2019-08-30,1,0,0,23040
2015-02-11,1152,1,2,1,2016-01-06,1,0,0,7896
2016-12-27,1375,0,3,0,2019-12-31,0,0,0,26376
2015-11-21,3162,1,5,0,2019-12-31,0,0,0,36024
2016-04-07,2054,1,2,1,2018-02-16,1,0,0,16320
2019-07-27,104,0,2,0,2019-12-31,0,0,0,3768
2016-11-15,990,0,3,0,2019-12-31,0,0,0,27384
2016-07-01,1968,0,2,0,2019-12-31,0,0,0,30672
2018-11-08,733,1,2,0,2019-12-31,0,0,0,10032
2015-01-27,2357,0,2,0,2019-12-31,0,0,0,43176
2015-12-15,1956,0,2,0,2019-12-31,0,0,0,35448
2019-12-30,1,0,3,0,2019-12-31,0,0,0,24
2015-02-04,2608,1,3,1,2018-12-03,1,0,0,33552
2018-08-03,637,0,3,0,2019-12-31,0,0,0,12360
2017-09-08,457,0,3,0,2019-12-31,0,0,0,20256
2016-12-15,448,0,2,1,2018-01-30,0,0,1,9864
2017-06-30,1200,0,1,0,2019-12-31,0,0,0,21936
2019-12-13,22,1,4,0,2019-12-31,0,0,0,432
2017-06-22,2084,1,3,0,2019-12-31,0,0,0,22128
2019-11-19,26,0,4,0,2019-12-31,0,0,0,1008
2018-09-27,506,0,4,0,2019-12-31,0,0,0,11040
2018-06-03,1167,1,3,0,2019-12-31,0,0,0,13824
2017-06-22,1045,0,2,0,2019-12-31,0,0,0,22128
2015-04-10,3284,1,2,1,2019-04-25,0,1,0,35424
2018-11-27,491,0,1,0,2019-12-31,0,0,0,9576
2016-09-24,696,0,4,1,2018-08-25,0,0,1,16800
2015-02-10,2952,1,2,1,2019-11-04,1,0,0,41472
2018-02-11,1104,0,4,0,2019-12-31,0,0,0,16512
2015-08-25,1490,1,1,1,2017-02-14,1,0,0,12936
2015-11-25,2085,0,3,0,2019-12-31,0,0,0,35928
2018-03-08,1553,1,4,0,2019-12-31,0,0,0,15912
2015-11-05,3083,1,2,0,2019-12-31,0,0,0,36408
2016-10-23,2171,0,5,0,2019-12-31,0,0,0,27936
2016-02-08,1863,0,3,0,2019-12-31,0,0,0,34128
2019-02-20,664,1,4,0,2019-12-31,0,0,0,7536
2015-01-07,2700,1,2,1,2019-01-14,0,0,1,35232
2015-10-15,2059,1,2,0,2019-12-31,0,0,0,36912
2019-09-08,219,1,2,0,2019-12-31,0,0,0,2736
2018-10-29,530,0,3,0,2019-12-31,0,0,0,10272
2019-02-09,691,1,4,0,2019-12-31,0,0,0,7800
2016-04-04,1064,0,2,0,2019-12-31,0,0,0,32784
2015-08-03,2550,0,2,0,2019-12-31,0,0,0,38664
2015-08-31,2431,0,4,0,2019-12-31,0,0,0,37992
2017-02-04,1169,0,3,0,2019-12-31,0,0,0,25440
2016-10-30,1040,0,4,0,2019-12-31,0,0,0,27768
2015-09-22,2230,1,2,0,2019-12-31,0,0,0,37464
2017-08-07,1998,1,4,0,2019-12-31,0,0,0,21024
2018-09-23,255,0,4,1,2019-05-19,0,0,1,5712
2015-07-20,901,1,4,1,2016-04-01,1,0,0,6144
2016-11-05,920,1,4,1,2018-01-07,1,0,0,10272
2016-02-11,1127,0,2,0,2019-12-31,0,0,0,34056
2019-06-26,189,0,4,0,2019-12-31,0,0,0,4512
2015-07-14,2263,1,4,1,2018-07-16,1,0,0,26352
2019-03-13,340,0,3,0,2019-12-31,0,0,0,7032
2019-03-24,593,1,4,0,2019-12-31,0,0,0,6768
2015-02-19,1195,1,5,1,2016-09-10,1,0,0,13656
2018-10-29,274,0,5,0,2019-12-31,0,0,0,10272
2016-05-16,2504,1,3,1,2018-09-05,0,1,0,20208
2015-10-03,294,1,3,0,2019-12-31,0,0,0,37200
2015-06-30,1396,0,3,0,2019-12-31,0,0,0,39480
2018-07-22,374,0,5,0,2019-12-31,0,0,0,12648
2017-04-13,1174,1,5,0,2019-12-31,0,0,0,23808
2016-12-29,1311,0,4,0,2019-12-31,0,0,0,26328
2018-01-29,637,0,3,0,2019-12-31,0,0,0,16824
2015-08-31,1887,0,3,0,2019-12-31,0,0,0,37992
2015-05-28,612,0,3,1,2018-07-18,0,0,1,27528
2018-04-25,706,0,3,0,2019-12-31,0,0,0,14760
2018-12-20,1258,1,3,0,2019-12-31,0,0,0,9024
2016-11-12,993,0,3,0,2019-12-31,0,0,0,27456
2018-12-29,522,1,3,0,2019-12-31,0,0,0,8808
2019-01-20,323,0,2,0,2019-12-31,0,0,0,8280
2019-04-28,291,0,2,0,2019-12-31,0,0,0,5928
2017-02-10,1071,0,1,0,2019-12-31,0,0,0,25296
2015-06-25,992,0,4,0,2019-12-31,0,0,0,39600
2019-05-31,245,0,2,0,2019-12-31,0,0,0,5136
2016-06-11,2285,1,3,0,2019-12-31,0,0,0,31152
2016-07-11,1644,0,4,0,2019-12-31,0,0,0,30432
2019-01-30,288,0,4,0,2019-12-31,0,0,0,8040
2017-12-07,836,0,2,0,2019-12-31,0,0,0,18096
2018-04-25,520,0,4,0,2019-12-31,0,0,0,14760
2018-03-22,286,0,3,0,2019-12-31,0,0,0,15576
2016-02-21,1000,1,2,1,2017-08-31,0,0,1,13368
2018-01-18,1674,1,3,0,2019-12-31,0,0,0,17088
2017-06-07,848,0,4,0,2019-12-31,0,0,0,22488
2017-11-25,591,0,6,0,2019-12-31,0,0,0,18384
2019-01-23,421,0,1,0,2019-12-31,0,0,0,8208
2017-06-22,1224,1,2,1,2018-06-27,1,0,0,8880
2015-05-30,1593,0,1,0,2019-12-31,0,0,0,40224
2017-04-26,2054,1,2,0,2019-12-31,0,0,0,23496
2017-12-28,977,1,5,1,2018-10-16,1,0,0,7008
2019-07-27,318,1,5,0,2019-12-31,0,0,0,3768
2015-03-29,1292,0,6,0,2019-12-31,0,0,0,41712
2019-02-02,284,1,4,0,2019-12-31,0,0,0,7968
2015-06-10,2862,1,4,0,2019-12-31,0,0,0,39960
2016-05-09,1702,0,2,0,2019-12-31,0,0,0,31944
2019-03-28,243,0,2,0,2019-12-31,0,0,0,6672
2019-08-05,128,0,6,0,2019-12-31,0,0,0,3552
2015-05-30,2217,0,2,0,2019-12-31,0,0,0,40224
2017-10-15,552,0,4,0,2019-12-31,0,0,0,19368
2015-03-20,1759,1,2,0,2019-12-31,0,0,0,41928
2016-04-21,1419,0,3,0,2019-12-31,0,0,0,32376
2015-12-10,2470,1,2,1,2019-11-14,0,1,0,34440
2017-11-02,120,1,3,1,2017-12-24,0,0,1,1248
2015-04-30,624,0,3,0,2019-12-31,0,0,0,40944
2017-03-09,1627,1,4,0,2019-12-31,0,0,0,24648
2017-10-06,1073,0,4,0,2019-12-31,0,0,0,19584
2017-09-13,1046,1,3,0,2019-12-31,0,0,0,20136
2016-04-09,3070,1,3,0,2019-12-31,0,0,0,32664
2015-10-29,1581,0,6,1,2019-11-07,0,0,0,35280
2018-08-21,496,1,3,0,2019-12-31,0,0,0,11928
2016-01-12,1891,0,3,0,2019-12-31,0,0,0,34776
2017-12-06,1663,1,6,0,2019-12-31,0,0,0,18120
2019-07-27,181,0,2,0,2019-12-31,0,0,0,3768
2016-01-13,1345,0,2,0,2019-12-31,0,0,0,34752
2019-02-27,276,0,5,0,2019-12-31,0,0,0,7368
2016-07-18,1537,0,3,0,2019-12-31,0,0,0,30264
2015-12-11,1714,0,6,1,2018-09-09,0,0,1,24072
2017-08-05,664,0,2,0,2019-12-31,0,0,0,21072
2015-12-03,1419,0,3,1,2019-03-11,0,0,1,28656
2016-02-14,1894,0,2,0,2019-12-31,0,0,0,33984
2019-10-15,119,0,2,0,2019-12-31,0,0,0,1848
2015-12-19,1461,0,7,0,2019-12-31,0,0,0,35352
2019-11-10,59,0,1,0,2019-12-31,0,0,0,1224
2019-08-27,91,0,5,0,2019-12-31,0,0,0,3024
2016-02-04,1608,1,6,1,2017-12-15,0,0,1,16320
2016-10-17,1183,0,6,0,2019-12-31,0,0,0,28080
2015-06-26,2511,0,3,0,2019-12-31,0,0,0,39576
2019-05-03,517,1,4,0,2019-12-31,0,0,0,5808
2019-12-24,8,0,4,0,2019-12-31,0,0,0,168
2017-11-10,597,0,4,0,2019-12-31,0,0,0,18744
2017-12-14,566,0,3,0,2019-12-31,0,0,0,17928
2018-07-02,748,0,2,0,2019-12-31,0,0,0,13128
2017-11-14,1699,1,4,0,2019-12-31,0,0,0,18648
2015-10-26,2517,0,5,0,2019-12-31,0,0,0,36648
2017-08-26,705,0,4,0,2019-12-31,0,0,0,20568
2017-06-30,256,0,3,0,2019-12-31,0,0,0,21936
2019-08-07,423,1,3,0,2019-12-31,0,0,0,3504
2017-04-06,1445,0,2,0,2019-12-31,0,0,0,23976
2017-02-13,1016,0,5,0,2019-12-31,0,0,0,25224
2015-05-21,1702,1,4,0,2019-12-31,0,0,0,40440
2019-08-22,247,1,4,0,2019-12-31,0,0,0,3144
2016-07-25,1113,0,4,0,2019-12-31,0,0,0,30096
2017-01-23,1991,1,3,0,2019-12-31,0,0,0,25728
2016-12-21,979,0,4,0,2019-12-31,0,0,0,26520
2018-06-19,567,0,5,0,2019-12-31,0,0,0,13440
2017-12-17,1347,1,1,1,2019-06-19,1,0,0,13176
2015-10-03,1929,0,4,0,2019-12-31,0,0,0,37200
2016-09-17,1933,1,5,0,2019-12-31,0,0,0,28800
2017-11-02,773,0,3,0,2019-12-31,0,0,0,18936
2018-10-19,457,0,5,0,2019-12-31,0,0,0,10512
2019-06-05,51,0,6,0,2019-12-31,0,0,0,5016
2018-09-10,1385,1,6,0,2019-12-31,0,0,0,11448
2017-03-05,1282,1,1,0,2019-12-31,0,0,0,24744
2015-02-07,1317,1,3,1,2016-06-15,1,0,0,11856
2019-07-02,172,0,4,0,2019-12-31,0,0,0,4368
2015-08-17,2336,0,4,0,2019-12-31,0,0,0,38328
2019-12-26,18,1,5,0,2019-12-31,0,0,0,120
2015-04-29,1720,0,5,0,2019-12-31,0,0,0,40968
2019-02-18,265,0,2,0,2019-12-31,0,0,0,7584
2016-10-12,1321,0,5,0,2019-12-31,0,0,0,28200
2017-01-03,1378,0,4,0,2019-12-31,0,0,0,26208
2019-11-01,84,0,8,0,2019-12-31,0,0,0,1440
2017-09-10,428,0,4,0,2019-12-31,0,0,0,20208
2018-02-25,651,0,3,0,2019-12-31,0,0,0,16176
2016-08-29,2374,1,4,0,2019-12-31,0,0,0,29256
2015-07-07,1596,0,1,0,2019-12-31,0,0,0,39312
2019-12-05,54,1,5,0,2019-12-31,0,0,0,624
2018-05-07,781,1,4,0,2019-12-31,0,0,0,14472
2015-01-03,2525,0,3,0,2019-12-31,0,0,0,43752
2016-10-30,642,0,4,0,2019-12-31,0,0,0,27768
2017-08-29,1107,0,2,0,2019-12-31,0,0,0,20496
2017-10-11,1988,1,3,1,2019-09-03,1,0,0,16608
2017-09-20,1463,1,2,0,2019-12-31,0,0,0,19968
2017-09-30,728,0,5,0,2019-12-31,0,0,0,19728
2017-12-03,794,0,5,0,2019-12-31,0,0,0,18192
2015-04-25,555,1,5,1,2015-11-25,1,0,0,5136
2015-04-19,1784,0,5,0,2019-12-31,0,0,0,41208
2019-06-27,475,1,5,0,2019-12-31,0,0,0,4488
2017-12-05,883,0,5,0,2019-12-31,0,0,0,18144
2019-02-15,462,0,4,0,2019-12-31,0,0,0,7656
2017-11-14,812,0,4,0,2019-12-31,0,0,0,18648
2016-09-04,1694,1,6,1,2018-12-08,1,0,0,19800
2019-06-24,132,0,2,0,2019-12-31,0,0,0,4560
2015-05-06,2529,1,4,0,2019-12-31,0,0,0,40800
2018-07-01,365,0,2,0,2019-12-31,0,0,0,13152
2015-04-10,1487,0,1,0,2019-12-31,0,0,0,41424
2019-05-04,373,0,4,0,2019-12-31,0,0,0,5784
2019-02-11,659,1,5,0,2019-12-31,0,0,0,7752
2015-11-05,1558,0,2,0,2019-12-31,0,0,0,36408
2019-01-29,608,1,3,0,2019-12-31,0,0,0,8064
2017-04-02,1058,0,4,0,2019-12-31,0,0,0,24072
2016-04-05,1461,0,3,0,2019-12-31,0,0,0,32760
2017-11-17,1488,1,4,0,2019-12-31,0,0,0,18576
2018-06-02,539,0,2,0,2019-12-31,0,0,0,13848
2018-01-13,871,1,2,0,2019-12-31,0,0,0,17208
2018-05-13,1218,1,4,0,2019-12-31,0,0,0,14328
2016-03-21,1642,0,5,0,2019-12-31,0,0,0,33120
2019-10-07,45,0,4,0,2019-12-31,0,0,0,2040
2019-08-27,234,1,2,0,2019-12-31,0,0,0,3024
2018-07-01,745,0,4,0,2019-12-31,0,0,0,13152
2016-05-08,1729,0,5,0,2019-12-31,0,0,0,31968
2019-11-13,67,1,4,0,2019-12-31,0,0,0,1152
2015-04-08,3217,1,4,0,2019-12-31,0,0,0,41472
2017-12-29,898,0,3,0,2019-12-31,0,0,0,17568
2018-04-13,1131,1,3,0,2019-12-31,0,0,0,15048
2018-11-11,328,0,2,0,2019-12-31,0,0,0,9960
2018-09-25,522,0,3,0,2019-12-31,0,0,0,11088
2019-03-17,210,0,4,0,2019-12-31,0,0,0,6936
2019-02-19,348,0,2,0,2019-12-31,0,0,0,7560
2017-05-06,1009,0,3,0,2019-12-31,0,0,0,23256
2015-11-11,3045,1,2,1,2019-05-11,0,1,0,30648
2019-11-30,30,0,2,0,2019-12-31,0,0,0,744
2017-01-03,1513,0,5,0,2019-12-31,0,0,0,26208
2018-10-31,757,1,3,0,2019-12-31,0,0,0,10224
2015-06-18,1696,0,2,0,2019-12-31,0,0,0,39768
2019-06-24,428,1,3,0,2019-12-31,0,0,0,4560
2019-01-02,868,1,5,0,2019-12-31,0,0,0,8712
2018-02-23,772,1,3,0,2019-12-31,0,0,0,16224
2018-03-07,1002,1,3,0,2019-12-31,0,0,0,15936
2019-07-05,270,0,3,0,2019-12-31,0,0,0,4296
2019-02-05,301,0,2,0,2019-12-31,0,0,0,7896
2017-06-30,829,0,4,0,2019-12-31,0,0,0,21936
2018-08-23,415,0,3,0,2019-12-31,0,0,0,11880
2018-11-27,548,1,3,0,2019-12-31,0,0,0,9576
2016-05-11,2812,1,3,0,2019-12-31,0,0,0,31896
2018-07-28,399,0,3,0,2019-12-31,0,0,0,12504
2017-11-09,1723,1,2,0,2019-12-31,0,0,0,18768
2019-06-16,196,0,3,0,2019-12-31,0,0,0,4752
2015-02-21,1177,0,2,0,2019-12-31,0,0,0,42576
2018-05-24,467,0,3,0,2019-12-31,0,0,0,14064
2018-06-18,857,0,4,0,2019-12-31,0,0,0,13464
2017-11-08,1648,1,5,0,2019-12-31,0,0,0,18792
2019-03-03,559,1,3,0,2019-12-31,0,0,0,7272
2016-06-22,1626,0,2,0,2019-12-31,0,0,0,30888
2015-12-15,1583,1,5,1,2017-10-31,1,0,0,16464
2015-11-05,2911,1,1,1,2018-12-05,0,1,0,27024
2015-01-30,871,0,1,0,2019-12-31,0,0,0,43104
2015-07-29,1902,0,5,0,2019-12-31,0,0,0,38784
2015-04-27,2698,1,7,1,2018-11-14,1,0,0,31128
2019-01-10,429,0,1,0,2019-12-31,0,0,0,8520
2015-08-31,1775,1,1,1,2017-01-28,1,0,0,12384
2015-06-14,1449,0,2,1,2019-07-14,0,0,1,35784
2019-06-19,1,0,4,0,2019-12-31,0,0,0,4680
2018-09-02,557,1,3,0,2019-12-31,0,0,0,11640
2017-07-04,968,0,3,0,2019-12-31,0,0,0,21840
2016-05-20,2128,0,1,0,2019-12-31,0,0,0,31680
2015-07-17,1744,0,4,0,2019-12-31,0,0,0,39072
2019-03-27,255,0,1,0,2019-12-31,0,0,0,6696
2018-07-21,689,0,1,0,2019-12-31,0,0,0,12672
2019-01-10,99,0,2,0,2019-12-31,0,0,0,8520
2015-01-27,3296,1,2,0,2019-12-31,0,0,0,43176
2016-04-08,943,1,5,1,2017-01-03,1,0,0,6480
2017-01-04,888,0,6,0,2019-12-31,0,0,0,26184
2016-08-28,2925,1,5,0,2019-12-31,0,0,0,29280
2019-05-03,127,0,1,0,2019-12-31,0,0,0,5808
2015-11-16,2109,1,3,0,2019-12-31,0,0,0,36144
2016-10-30,1255,1,2,0,2019-12-31,0,0,0,27768
2015-02-20,1902,0,2,0,2019-12-31,0,0,0,42600
2019-07-09,368,1,3,0,2019-12-31,0,0,0,4200
2019-03-16,721,1,5,0,2019-12-31,0,0,0,6960
2019-10-26,153,1,4,0,2019-12-31,0,0,0,1584
2018-01-29,1629,1,6,0,2019-12-31,0,0,0,16824
2015-08-10,919,0,3,1,2018-08-05,0,0,1,26184
2019-08-17,103,0,3,0,2019-12-31,0,0,0,3264
2015-08-16,1973,0,4,0,2019-12-31,0,0,0,38352
2017-10-12,1239,1,3,0,2019-12-31,0,0,0,19440
2015-11-26,1420,1,4,1,2017-02-07,1,0,0,10536
2019-12-10,41,1,3,0,2019-12-31,0,0,0,504
2018-07-04,448,0,3,0,2019-12-31,0,0,0,13080
2016-04-10,887,0,2,0,2019-12-31,0,0,0,32640
2018-12-28,464,0,4,0,2019-12-31,0,0,0,8832
2016-11-14,778,1,6,1,2017-11-04,1,0,0,8520
2019-06-08,170,0,1,0,2019-12-31,0,0,0,4944
2015-09-07,1839,0,2,0,2019-12-31,0,0,0,37824
2019-07-08,305,1,3,0,2019-12-31,0,0,0,4224
2019-07-06,291,1,2,0,2019-12-31,0,0,0,4272
2019-04-18,157,0,5,0,2019-12-31,0,0,0,6168
2017-08-29,653,0,3,0,2019-12-31,0,0,0,20496
2019-02-17,135,0,4,0,2019-12-31,0,0,0,7608
2019-09-04,120,0,3,0,2019-12-31,0,0,0,2832
2017-10-28,508,0,1,0,2019-12-31,0,0,0,19056
2016-12-21,2082,1,1,0,2019-12-31,0,0,0,26520
2015-12-08,898,0,4,1,2018-05-06,1,0,0,21120
2019-06-02,406,1,3,0,2019-12-31,0,0,0,5088
2016-03-03,2259,1,5,1,2018-04-19,1,0,0,18648
2019-09-21,38,0,5,0,2019-12-31,0,0,0,2424
2018-04-16,1292,1,1,0,2019-12-31,0,0,0,14976
2015-10-19,1069,0,3,1,2018-10-10,0,0,1,26088
2019-10-08,48,0,4,0,2019-12-31,0,0,0,2016
2015-10-11,2617,1,5,1,2018-08-26,1,0,0,25200
2019-10-12,90,0,5,0,2019-12-31,0,0,0,1920
2018-04-06,823,0,4,0,2019-12-31,0,0,0,15216
2015-02-19,2676,1,1,1,2018-11-17,0,1,0,32808
2017-02-11,713,0,2,0,2019-12-31,0,0,0,25272
2016-01-05,2275,1,2,0,2019-12-31,0,0,0,34944
2018-02-06,1189,1,5,0,2019-12-31,0,0,0,16632
2019-08-11,126,0,3,0,2019-12-31,0,0,0,3408
2017-11-19,1180,0,2,0,2019-12-31,0,0,0,18528
2015-09-20,928,1,2,1,2016-07-16,0,0,1,7200
2016-10-28,1479,0,5,0,2019-12-31,0,0,0,27816
2015-04-08,2842,1,4,1,2018-08-22,1,0,0,29568
2015-07-31,1441,0,4,0,2019-12-31,0,0,0,38736
2018-08-18,361,0,1,0,2019-12-31,0,0,0,12000
2015-11-04,1433,0,4,0,2019-12-31,0,0,0,36432
2019-10-17,127,0,3,0,2019-12-31,0,0,0,1800
2015-04-21,1000,0,4,0,2019-12-31,0,0,0,41160
2019-11-13,46,0,4,0,2019-12-31,0,0,0,1152
2017-06-17,1159,0,1,0,2019-12-31,0,0,0,22248
2018-07-07,780,1,6,0,2019-12-31,0,0,0,13008
2018-08-14,1172,1,1,0,2019-12-31,0,0,0,12096
2018-10-27,807,1,2,0,2019-12-31,0,0,0,10320
2019-05-25,367,1,1,0,2019-12-31,0,0,0,5280
2018-07-24,1350,1,3,0,2019-12-31,0,0,0,12600
2016-03-23,1472,0,4,0,2019-12-31,0,0,0,33072
2017-06-18,1236,0,4,0,2019-12-31,0,0,0,22224
2018-10-15,953,1,4,0,2019-12-31,0,0,0,10608
2015-01-01,1446,0,2,0,2019-12-31,0,0,0,43800
2015-06-03,2256,1,5,1,2017-10-09,1,0,0,20616
2018-11-19,627,0,1,0,2019-12-31,0,0,0,9768
2016-06-19,1697,0,2,0,2019-12-31,0,0,0,30960
2016-09-27,2352,1,3,0,2019-12-31,0,0,0,28560
2018-03-31,902,0,2,0,2019-12-31,0,0,0,15360
2019-03-21,307,0,5,0,2019-12-31,0,0,0,6840
2015-05-07,1875,0,3,0,2019-12-31,0,0,0,40776
2016-04-29,1132,0,5,0,2019-12-31,0,0,0,32184
2018-07-21,413,0,3,0,2019-12-31,0,0,0,12672
2015-04-04,2493,1,3,0,2019-12-31,0,0,0,41568
2016-09-04,2010,1,5,1,2019-08-07,1,0,0,25608
2019-06-20,501,1,5,0,2019-12-31,0,0,0,4656
2016-02-21,1361,1,5,0,2019-12-31,0,0,0,33816
2017-11-10,746,0,3,0,2019-12-31,0,0,0,18744
2015-12-15,1374,0,6,1,2019-06-21,1,0,0,30816
2017-07-05,346,0,4,0,2019-12-31,0,0,0,21816
2019-02-06,316,0,4,0,2019-12-31,0,0,0,7872
2018-03-09,1506,1,3,0,2019-12-31,0,0,0,15888
2019-04-07,160,0,4,0,2019-12-31,0,0,0,6432
2018-06-08,1183,1,1,0,2019-12-31,0,0,0,13704
2018-11-20,782,1,3,0,2019-12-31,0,0,0,9744
2015-09-25,1523,0,2,0,2019-12-31,0,0,0,37392
2016-05-13,465,0,4,1,2017-08-25,0,0,1,11256
2016-04-20,2460,1,1,0,2019-12-31,0,0,0,32400
2016-10-11,1411,1,3,0,2019-12-31,0,0,0,28224
2016-04-21,1332,1,3,1,2017-10-18,1,0,0,13080
2019-04-11,420,0,1,0,2019-12-31,0,0,0,6336
2018-09-03,627,0,1,0,2019-12-31,0,0,0,11616
2019-04-09,443,1,4,0,2019-12-31,0,0,0,6384
2018-09-02,313,0,4,0,2019-12-31,0,0,0,11640
2018-08-07,1199,1,3,0,2019-12-31,0,0,0,12264
2019-12-01,28,0,2,0,2019-12-31,0,0,0,720
2015-10-23,1010,0,1,0,2019-12-31,0,0,0,36720
2018-10-31,383,0,2,0,2019-12-31,0,0,0,10224
2019-10-08,183,1,1,0,2019-12-31,0,0,0,2016
2016-04-30,1863,0,6,0,2019-12-31,0,0,0,32160
2015-06-06,963,0,1,0,2019-12-31,0,0,0,40056
2016-02-23,2311,1,1,0,2019-12-31,0,0,0,33768
2016-08-30,1717,0,4,0,2019-12-31,0,0,0,29232
2019-10-04,78,0,1,0,2019-12-31,0,0,0,2112
2019-12-13,16,0,5,0,2019-12-31,0,0,0,432
2017-03-11,815,1,4,0,2019-12-31,0,0,0,24600
2018-07-02,824,1,6,0,2019-12-31,0,0,0,13128
2019-06-12,249,0,3,0,2019-12-31,0,0,0,4848
2019-03-04,540,1,4,0,2019-12-31,0,0,0,7248
2018-09-03,403,0,4,0,2019-12-31,0,0,0,11616
2018-03-27,1468,1,4,0,2019-12-31,0,0,0,15456
2019-03-20,752,1,4,0,2019-12-31,0,0,0,6864
2015-10-19,152,0,4,0,2019-12-31,0,0,0,36816
2016-10-26,2485,1,2,1,2019-09-24,1,0,0,25512
2016-05-17,2101,0,3,0,2019-12-31,0,0,0,31752
2015-08-16,1267,0,7,0,2019-12-31,0,0,0,38352
2017-10-29,582,0,4,0,2019-12-31,0,0,0,19032
2018-05-14,505,0,4,0,2019-12-31,0,0,0,14304
2015-01-04,2210,1,3,1,2018-05-08,0,0,0,29280
2019-01-02,626,1,5,0,2019-12-31,0,0,0,8712
2015-12-28,1501,0,4,0,2019-12-31,0,0,0,35136
2018-05-02,99,1,3,0,2019-12-31,0,0,0,14592
2018-12-09,474,0,4,0,2019-12-31,0,0,0,9288
2019-10-05,103,0,2,0,2019-12-31,0,0,0,2088
2016-11-29,1283,0,5,0,2019-12-31,0,0,0,27048
2017-08-19,769,0,3,0,2019-12-31,0,0,0,20736
2016-12-10,1253,0,4,0,2019-12-31,0,0,0,26784
2015-08-29,2026,0,2,0,2019-12-31,0,0,0,38040
2019-01-14,692,1,2,0,2019-12-31,0,0,0,8424
2018-06-07,1017,1,4,0,2019-12-31,0,0,0,13728
2016-06-19,1495,1,2,0,2019-12-31,0,0,0,30960
2017-02-05,1171,1,2,1,2018-11-01,1,0,0,15216
2018-09-04,1078,1,4,0,2019-12-31,0,0,0,11592
2019-04-01,322,0,2,0,2019-12-31,0,0,0,6576
2015-05-22,1506,0,3,0,2019-12-31,0,0,0,40416
2016-06-02,1597,0,5,1,2018-12-12,0,0,1,22152
2015-07-20,2895,1,2,1,2019-05-10,0,1,0,33360
2016-02-10,2295,1,2,1,2018-12-07,1,0,0,24744
2015-03-27,1808,1,6,1,2016-12-17,1,0,0,15144
2015-04-22,1286,0,5,0,2019-12-31,0,0,0,41136
2017-09-01,538,0,2,1,2018-12-03,0,0,1,10992
2015-06-29,171,0,3,1,2015-12-10,0,0,1,3936
2017-02-02,1152,0,3,0,2019-12-31,0,0,0,25488
2015-08-09,1931,0,4,0,2019-12-31,0,0,0,38520
2019-08-17,210,0,3,0,2019-12-31,0,0,0,3264
2015-01-18,1021,0,2,0,2019-12-31,0,0,0,43392
2017-06-01,816,0,2,0,2019-12-31,0,0,0,22632
2018-10-14,755,1,5,0,2019-12-31,0,0,0,10632
2019-07-24,297,1,4,0,2019-12-31,0,0,0,3840
2018-11-20,1120,1,4,0,2019-12-31,0,0,0,9744
2019-11-14,50,0,3,0,2019-12-31,0,0,0,1128
2015-10-23,2920,1,2,1,2019-11-10,0,1,0,35496
2016-07-23,1458,0,5,0,2019-12-31,0,0,0,30144
